,username,mean,median,variance,number of tweets,Type of Data
403,CiscoCX,1.454463480613165,1.0,1.6491888239593915,1109,Skewed
404,CiscoCanada,0.5697940503432495,0.0,0.5128633443124275,1748,Skewed
405,CiscoChampion,2.035573122529644,2.0,1.6785764501866924,253,Symmetric
406,CiscoCloud,1.7837988826815643,2.0,1.6443185293842266,1790,Symmetric
407,CiscoCollab,2.5876288659793816,3.0,1.4948985014347964,388,Symmetric
408,CiscoCommunity,1.7606177606177607,2.0,1.5565957573679585,259,Symmetric
409,CiscoCotto,1.8070175438596492,2.0,1.66451215758695,57,Symmetric
410,CiscoDevNet,2.23972602739726,2.0,1.6548601989116156,292,Symmetric
411,CiscoDoBrasil,3.25,3.5,0.6875,4,Symmetric
412,CiscoFrance,1.0,1.0,0.0,3,Symmetric
413,CiscoIT,2.702970297029703,3.0,1.317713949612783,202,Skewed
414,CiscoIoT,8.895238095238096,3.0,517.7890249433106,210,Skewed
415,CiscoItalia,2.0,2.0,1.6,10,Symmetric
416,CiscoNetworking,1.8372310570626753,2.0,1.5750029971271335,1069,Symmetric
417,CiscoPartners,2.24320987654321,2.0,1.440848955951837,810,Symmetric
418,CiscoPortugal,1.7126436781609196,2.0,1.4691504822301498,87,Symmetric
419,CiscoReyes,0.8947368421052632,1.0,1.0415512465373962,19,Skewed
420,CiscoSP360,1.5886075949367089,1.0,1.6709461624739623,1264,Symmetric
421,CiscoSaudia,1.0670289855072463,1.0,1.3270288542323043,552,Skewed
422,CiscoSecure,2.762619372442019,3.0,1.3979478455728667,733,Skewed
423,CiscoSmallBiz,1.2074468085106382,1.0,1.5846253961068357,376,Skewed
424,CiscoSoftware,1.0184426229508197,1.0,1.444332000806235,488,Skewed
425,CiscoTerreros,2.4705882352941178,3.0,1.837370242214533,34,Symmetric
426,CiscoUKI,1.7134083930399182,2.0,1.797087359315432,977,Symmetric
427,CiscoUmbrella,2.1598694942903753,2.0,1.6514401134739696,613,Symmetric
428,Cisco_BE,1.339080459770115,1.0,1.3965186946756507,174,Skewed
429,Cisco_Germany,2.0,2.0,1.1428571428571428,7,Skewed
430,ClifBar,112.0625,116.5,911.30859375,16,Symmetric
431,CoachAdamW,140.0,122.0,978.6666666666666,3,Skewed
432,CoachCaddy24,363.3636363636364,323.0,30280.776859504127,11,Symmetric
433,CoachDee_USC,570.5833333333334,491.5,51288.90972222222,12,Symmetric
434,CoachK_Bell,351.11764705882354,383.0,33004.221453287195,17,Symmetric
435,CoachShawnBell,166.7058823529412,152.0,2680.4429065743943,34,Skewed
436,CoachWilliams12,273.28125,239.5,15174.8896484375,32,Skewed
437,CoachWilliams_7,210.75,196.0,5142.1875,4,Skewed
438,Coach_Dollar,340.0,340.0,0.0,1,Symmetric
439,ColmBurkeTD,175.8,161.0,1783.7599999999998,5,Skewed
440,ComcastMilitary,55.5,53.0,165.58333333333334,6,Symmetric
441,ComcastNewsmkrs,177.43617021276594,146.5,11557.926776822094,94,Skewed
442,ContiTourGold,74.0,62.0,1185.7037037037037,27,Skewed
443,ContiUK,77.875,69.5,452.859375,8,Symmetric
444,Conti_Industry,65.5,65.5,159.25,4,Symmetric
445,Converse,795.7272727272727,701.0,124596.65289256201,22,Skewed
446,CormacDevlin,144.5,138.0,2788.9166666666665,6,Symmetric
447,Costellop,147.35714285714286,144.0,2295.0153061224487,28,Skewed
448,CotyDavis_24,118.85714285714286,95.0,4781.836734693878,7,Skewed
449,CotySense,55.666666666666664,57.0,113.55555555555554,3,Symmetric
450,CourtMWilliams,117.0,117.0,0.0,1,Symmetric
451,CreamRealBetis,241.75,188.0,10167.1875,4,Skewed
452,CreditSuisse,124.33898305084746,104.0,5825.478310830223,59,Skewed
453,Cricketnation,513.9473684210526,415.0,102685.22880886427,95,Skewed
454,DAJCameron,245.0,213.0,4362.666666666667,3,Skewed
455,DCP_DelhiMetro,80.18518518518519,83.0,1003.6323731138548,27,Symmetric
456,DPBell,419.0,419.0,0.0,1,Symmetric
457,DQCanada,761.6666666666666,467.0,385184.8888888888,3,Skewed
458,DWXXIII,1076.2857142857142,769.0,830368.5850340137,21,Skewed
459,DWilliamsTV,251.4,128.0,26851.440000000002,5,Skewed
460,DairyQueen,212.1,199.0,2432.69,30,Skewed
461,Damien_English,238.66666666666666,228.0,8419.555555555555,3,Symmetric
462,DanEatonBiz1st,175.0,175.0,0.0,1,Symmetric
463,DanEmerson14,2.0,3.0,2.0,3,Skewed
464,DanWilliams,125.5,125.5,132.25,2,Symmetric
465,DangerousDaveW,239.0,223.0,3942.5,4,Skewed
466,DariaGerman,59.25,57.5,85.1875,4,Symmetric
467,Darius7Williams,232.0,259.0,5105.5,4,Skewed
468,Darren_Cameron,208.28571428571428,181.0,5372.2040816326535,7,Skewed
469,DarrinBellArt,201.25,192.5,8137.1875,4,Symmetric
470,DarrylMBell,119.2,124.0,79.76,5,Symmetric
471,Dash,2817.75,2320.0,4908303.1875,4,Symmetric
472,Dashlwilliams,146.0,150.0,458.6666666666667,3,Symmetric
473,DavidGMcAfee,29.25,23.0,438.9116379310345,116,Skewed
474,DavidMcAfeeLA,4.0,4.0,0.0,1,Symmetric
475,David_Cameron,651.53125,405.0,252033.9365234375,32,Skewed
476,DavidaBWilliams,315.0,315.0,0.0,1,Symmetric
477,DeAngeloRB,264.24,196.5,22721.062400000003,50,Skewed
478,DePaulU,68.94,60.0,490.5364,50,Skewed
479,DegarrickSamuel,248.09677419354838,228.0,9738.151925078044,62,Skewed
480,DemonSlayerUSA,1462.4857142857143,1351.0,280391.22122448985,35,Skewed
481,DenbighshireFP,46.0,46.0,0.0,1,Symmetric
482,DesjardinsGroup,4.040650406504065,3.0,15.274770308678697,123,Skewed
483,DesjardinsINS,1.7628865979381443,2.0,2.1602720799234776,97,Skewed
484,DianaWilliamsNY,213.0,213.0,0.0,1,Symmetric
485,DiggstownCBC,62.54545454545455,54.0,441.1570247933885,11,Skewed
486,DistanceCovered,283.3181818181818,200.0,42772.853305785124,22,Skewed
487,DollarGeneral,68.14285714285714,56.0,712.408163265306,7,Skewed
488,DominionEnergy,399.1666666666667,407.5,8878.472222222223,6,Symmetric
489,DominionTheatre,329.3333333333333,230.0,20539.55555555556,3,Skewed
490,DonBellonCBS3,191.0,191.0,0.0,1,Symmetric
491,DougCameron51,542.0,393.5,106346.57142857143,14,Skewed
492,DougWilliamsTV,424.2,156.0,154355.75999999998,5,Skewed
493,DougWilliamsUK,190.5,192.0,127.25,4,Symmetric
494,Doug_Belk,107.0,106.5,727.6666666666666,6,Skewed
495,DoveCameron,4416.609756097561,3423.0,9518845.359904818,41,Skewed
496,DrCamColvin,313.2857142857143,365.0,15092.20408163265,7,Symmetric
497,DrCameronWebb,317.04761904761904,230.5,38801.61678004534,42,Skewed
498,DrLisaCameronMP,242.83333333333334,228.0,8328.138888888889,12,Skewed
499,DrNeilHudson,126.16666666666667,128.0,2031.8055555555557,6,Skewed
500,DrPJWilliams,194.6,168.5,6012.84,20,Skewed
501,DrPaulDWilliams,183.0909090909091,163.0,5079.628099173554,22,Skewed
502,DrZoeWilliams,166.71428571428572,148.0,1981.061224489796,7,Skewed
503,DriveToyota,0.5965665236051502,0.0,0.4552671811969275,233,Skewed
504,DuPont_News,53.63636363636363,46.0,184.0495867768595,11,Skewed
505,Dubb02,202.28571428571428,208.0,2671.6326530612246,7,Skewed
506,DubesAustralia,299.1818181818182,219.0,25934.87603305785,11,Skewed
507,DuncanSmithTD,109.9090909090909,99.0,670.4462809917355,11,Skewed
508,Dupont9A,835.4545454545455,782.0,237320.61157024791,11,Skewed
509,E15Emerson,2.8956043956043955,3.0,3.577013645694964,182,Symmetric
510,EBELL_TheGOAT,446.7083333333333,245.5,158494.70659722222,24,Skewed
511,ELehmannTV,2.2642487046632125,2.0,3.7902762490268196,193,Symmetric
512,EMR_Automation,2.729533678756477,3.0,2.7185578136325805,1930,Symmetric
513,EWilliamsRacing,534.0,534.0,17689.0,2,Symmetric
514,E_Williams_1,211.875,228.0,2101.859375,8,Symmetric
515,EarlyStart,16154.666666666666,780.0,473099073.5555556,3,Skewed
516,EdWilliams_95,213.66666666666666,212.0,505.5555555555555,3,Symmetric
517,EgyIndependent,45.0,45.0,0.0,1,Symmetric
518,Ekanewilliams,189.5,189.5,2256.25,2,Symmetric
519,ElElegidoAAA,52.0,52.0,0.0,1,Symmetric
520,ElieSaabWorld,1807.6666666666667,1914.0,336533.55555555556,3,Symmetric
521,EllenTraneNorby,1.0,1.0,0.0,1,Symmetric
522,EmCollective,3.6823529411764704,4.0,3.3461591695501727,85,Symmetric
523,EmbAusBrasil,1695.0,1695.0,0.0,1,Symmetric
524,EmerHigginsTD,191.25,186.0,1673.6875,4,Symmetric
525,Emerson4OR,3.6923076923076925,4.0,3.1360946745562126,13,Skewed
526,EmersonAnomia,59.95,4.5,7771.547500000001,20,Skewed
527,EmersonBarrett,1101.159090909091,1059.0,159583.0136511216,616,Skewed
528,EmersonBrooksLA,43.333333333333336,5.0,3016.222222222222,3,Skewed
529,EmersonCollege,2.8275862068965516,2.0,3.177170035671818,29,Skewed
530,EmersonComRes,1.8692098092643052,2.0,2.4161364328193096,734,Skewed
531,EmersonLotzia,2.394160583941606,2.0,3.365318699273625,822,Skewed
532,Emerson_Marcus,2.4242424242424243,2.0,3.6988062442607896,33,Symmetric
533,Emerson_News,3.088888888888889,3.0,3.314320987654321,180,Symmetric
534,Emerson_Royal22,389.0,389.0,0.0,1,Symmetric
535,Emerson_knives,4.548387096774194,5.0,2.376690946930281,31,Skewed
536,Equinox,565.5,565.5,32942.25,2,Symmetric
537,EquinoxBulgaria,518.5,518.5,10506.25,2,Symmetric
538,EricssonCareers,46.0,46.0,0.0,1,Symmetric
539,EricssonEU,121.0,121.0,0.0,1,Symmetric
540,EricssonIndia,266.9053497942387,211.0,38761.962234754195,486,Skewed
541,EricssonIoT,46.666666666666664,46.0,15.222222222222223,6,Symmetric
542,EricssonMEA,699.5948275862069,479.0,461728.8444560047,116,Skewed
543,EricssonNA,83.4,79.0,1381.0399999999997,5,Symmetric
544,EricssonNetwork,58.06060606060606,56.0,218.2387511478421,33,Skewed
545,EricssonSoftw,52.625,53.5,103.734375,8,Symmetric
546,Ericsson_Marcus,602.9,513.0,102706.6788888889,180,Skewed
547,Ernie_Hudson,188.0,136.0,13167.6,30,Skewed
548,EuroLeague,35.15986584684181,32.0,349.5980687727613,5367,Symmetric
549,ExpertZone,83.0,81.0,545.0,4,Symmetric
550,FCBarcelona,25270.3629489603,22238.0,68592476.1291376,529,Skewed
551,FCBarcelona_es,24623.5,23104.0,55981844.678571425,14,Skewed
552,FFesportsBR,373.0,373.0,0.0,1,Symmetric
553,FNDuffy,522.0,522.0,0.0,1,Symmetric
554,FSCArmy,67.44444444444444,50.0,602.4691358024692,9,Skewed
555,FaZe_Kitty,527.5806451612904,404.0,123317.94958954793,279,Skewed
556,FabyApacheAAA,44.0,44.0,0.0,1,Symmetric
557,FacebookGaming,159.80882352941177,122.5,9614.88992214533,68,Skewed
558,FairwayMC,48.625,47.0,24.734375,8,Skewed
559,FaithNoMore,1900.0,1618.0,509042.6666666667,3,Skewed
560,FanumTV,1302.0,1070.0,371867.9310344828,29,Skewed
561,Farrell_Mairead,236.6315789473684,192.0,20275.390581717453,19,Skewed
562,FedEx,478.55696202531647,382.0,93675.79105912514,79,Skewed
563,FedExCanada,1941.0,1941.0,0.0,1,Symmetric
564,FedExChamp,362.05263157894734,256.0,49029.41828254848,19,Skewed
565,FedExEurope,321.6115702479339,266.0,23317.625981831843,121,Skewed
566,FedExOffice,388.6666666666667,298.5,42277.05555555556,24,Skewed
567,FedExPolicy,306.0,332.0,3794.0,3,Skewed
568,Fiery01Red,128.75,126.5,231.02083333333334,12,Symmetric
569,Fiona_HS,102.0,102.0,0.0,1,Symmetric
570,FlorenceW94,363.6666666666667,269.0,37773.555555555555,6,Skewed
571,FoodLion,4.910714285714286,5.0,5.652742346938775,112,Symmetric
572,FoodWarsAnime,1893.441379310345,1829.0,840375.8603567182,145,Skewed
573,FootySuperTips,85.49124343257444,70.5,1782.4127954766427,1142,Skewed
574,FreeBeacon,151.3734939759036,92.0,17927.752068515023,166,Skewed
575,FreeEnterprise,55.0,55.0,0.0,1,Symmetric
576,FreeFireBR,123.0,123.0,1725.2,5,Symmetric
577,FreeFire_NA,55.31818181818182,49.5,209.21694214876032,22,Skewed
578,FreeGuyMovie,6530.2,2514.0,39540730.56,5,Symmetric
579,FreeHugsProject,65.57142857142857,54.0,347.6734693877551,7,Symmetric
580,FreeLawProject,84.0,84.0,49.0,2,Symmetric
581,FreeLibrary,85.1304347826087,77.0,1723.1568998109644,23,Skewed
582,FreeLionesses,55.75,54.5,72.4375,8,Symmetric
583,FreeNow_IE,162.75,112.0,15213.6875,4,Skewed
584,FreePeople,85.52931323283082,70.0,1830.9392579873124,597,Skewed
585,FreePressK,118.33333333333333,72.0,7026.888888888888,3,Skewed
586,FreeRoCoalition,99.33333333333333,79.5,1876.888888888889,6,Skewed
587,FreeTV,223.5,223.5,930.25,2,Symmetric
588,FreeandEqual,91.0,106.0,860.6666666666666,3,Skewed
589,Freecomicbook,97.12621359223301,74.0,3108.246206051465,103,Skewed
590,FrewFilm,253.0,212.5,10315.25,8,Skewed
591,FundacionAXA,54.0,54.0,0.0,1,Symmetric
592,GDLMetro,54.0,54.0,0.0,1,Symmetric
593,GEHealthCare,94.56923076923077,72.0,3206.768284023668,65,Skewed
594,GM,152.2111111111111,139.5,1861.855432098765,90,Skewed
595,GMFleet,269.5,269.5,3906.25,2,Symmetric
596,GSCareers,57.285714285714285,52.0,149.3469387755102,7,Skewed
597,GSWilliams_News,153.0,153.0,0.0,1,Symmetric
598,GabbyWilliamsMP,226.44444444444446,225.0,3747.5802469135797,9,Symmetric
599,GarethWyn84,128.0,128.0,0.0,1,Symmetric
600,GaryAWilliams,182.35714285714286,152.0,5512.658163265306,14,Skewed
601,GaryBellJr_,196.0,196.0,1225.0,2,Symmetric
602,GaryGannonTD,173.70833333333334,139.0,8658.831597222223,96,Skewed
603,Garywilliams1Up,230.8,229.0,9435.36,10,Skewed
604,GavinFree,4966.224489795918,4060.0,11406137.137359433,245,Skewed
605,GeneralMills,70.38888888888889,63.5,556.0154320987655,18,Skewed
606,George7Williams,292.7368421052632,273.5,18449.40443213296,38,Skewed
607,George_Willo,247.0,214.0,7182.857142857143,7,Symmetric
608,Georgeatasda,47.0,47.0,0.0,1,Symmetric
609,GettyImages,155.4268292682927,127.0,4634.805621653777,82,Skewed
610,GettyImagesNews,210.57746478873239,153.0,18629.11723864312,71,Skewed
611,GettySport,161.21527777777777,130.5,6021.182822145061,144,Skewed
612,GettyVIP,189.70567375886526,151.5,12130.392095468034,282,Skewed
613,GifGordon,8456.0,8456.0,640000.0,2,Symmetric
614,GlenWilliams12,181.16666666666666,165.5,2793.138888888889,6,Skewed
615,GlobeKPD,91.76666666666667,78.0,1608.9122222222225,30,Skewed
616,GoMikeG,113.27692307692308,93.0,3797.1848520710055,65,Skewed
617,GodsWarrior615,179.0,164.0,3093.8823529411766,17,Skewed
618,GoldmanSachs,64.92857142857143,60.0,481.9234693877552,112,Skewed
619,Gradient,85.57142857142857,64.0,1605.1020408163263,7,Skewed
620,Grant2Will,663.3076923076923,548.0,278388.0591715976,13,Skewed
621,Greedy,1450.142857142857,830.0,1716660.693877551,14,Skewed
622,Greenpeace,391.83125864453666,343.0,23953.658939909586,723,Skewed
623,GreenpeaceAP,322.6666666666667,319.0,3042.0,9,Skewed
624,GreenpeaceAT,404.0,404.0,0.0,1,Symmetric
625,GreenpeaceEAsia,234.0,234.0,0.0,1,Symmetric
626,GreenpeaceEU,592.1538461538462,334.0,253278.5147928994,26,Skewed
627,GreenpeaceID,409.0,409.0,0.0,1,Symmetric
628,GreenpeaceMY,280.0,280.0,0.0,1,Symmetric
629,GreenpeaceNZ,298.1923076923077,281.5,3244.539940828402,26,Skewed
630,GreenpeaceUK,496.741935483871,398.0,79620.06243496356,93,Skewed
631,Greenpeace_ITA,379.0,379.0,0.0,1,Symmetric
632,Greenpeaceafric,330.0,303.0,5470.857142857143,7,Symmetric
633,GroupeRenaultEV,69.7816091954023,65.0,263.5270181001453,87,Skewed
634,Groupon,304.8965517241379,119.0,91824.85136741975,29,Skewed
635,GuiaMichelin_ES,202.0,202.0,0.0,1,Symmetric
636,HALcruises,77.53947368421052,66.0,612.1168628808864,76,Skewed
637,HMcEntee,167.36936936936937,142.0,6006.016719422125,111,Skewed
638,HP,68.18571428571428,63.0,436.77979591836726,70,Skewed
639,HPCanada,114.0,143.0,1566.0,5,Skewed
640,HPCareers,832.85,667.0,371052.7275,40,Skewed
641,HPGraphicArts,86.5,87.5,847.25,4,Symmetric
642,HPIndia,308.11538461538464,142.5,101902.83284023669,52,Skewed
643,HPSupport,43.0,43.0,0.0,1,Symmetric
644,HPSustainable,44.0,44.0,0.0,1,Symmetric
645,HPUK,45.0,45.0,0.0,1,Symmetric
646,HP_Australia,638.0,638.0,0.0,1,Symmetric
647,HPandMe,100.0,100.0,0.0,1,Symmetric
648,HSBC,74.57142857142857,69.0,833.5782312925169,21,Skewed
649,HSBC_AUS,135.5,135.5,30.25,2,Symmetric
650,HSBC_CA,515.0,515.0,0.0,1,Symmetric
651,HSBC_EG,111.6,102.0,3999.6399999999994,10,Symmetric
652,HSBC_IN,147.25,125.5,4690.3875,20,Skewed
653,HSBC_Sport,110.9163179916318,81.0,5253.8340015055755,239,Skewed
654,HSBC_UAE,147.71794871794873,88.0,13045.433267587114,39,Skewed
655,HSBC_UK,181.1264367816092,121.0,22402.80010569428,87,Skewed
656,HSBC_US,68.5,68.5,90.25,2,Symmetric
657,HUGOBOSS,504.8888888888889,387.0,187560.987654321,18,Skewed
658,HUL_News,77.5,77.0,255.25,14,Symmetric
659,HVRenegades,125.33333333333333,89.0,2864.2222222222226,3,Skewed
660,HWmusictweets,133.0,133.0,0.0,1,Symmetric
661,HaleyRhiannon,953.7142857142857,628.0,649607.6326530612,7,Skewed
662,HappyWoman9,315.21875,192.5,53363.7958984375,32,Skewed
663,HarrisTeeter,104.75,73.5,4566.054166666667,60,Skewed
664,HarvesterUK,74.3,71.0,728.8100000000001,10,Skewed
665,Hayden_Williams,216.9140625,169.5,15752.281677246094,128,Skewed
666,Heineken,150.71428571428572,129.0,3985.4040816326524,35,Skewed
667,HeinekenUSACorp,171.0,171.0,0.0,1,Symmetric
668,Heineken_IE,129.25,135.5,629.1875,4,Skewed
669,Heineken_MX,4028.0,4028.0,0.0,1,Symmetric
670,Heineken_SA,209.53030303030303,155.0,15759.673324150597,66,Skewed
671,Heineken_US,232.2,165.0,16524.56,5,Symmetric
672,HenrySchein,103.0,103.0,3600.0,2,Symmetric
673,Herbalife,157.4387755102041,147.5,695.1442107455227,98,Skewed
674,HerbalifeNews,141.4,139.0,66.64000000000001,5,Symmetric
675,Hertz,131.0,105.0,6974.567164179104,67,Skewed
676,HertzArena_,164.66666666666666,181.0,637.5555555555555,3,Skewed
677,HertzBarry,77.02564102564102,67.0,1189.7685733070346,39,Skewed
678,HertzUK,68.0909090909091,46.0,972.0826446280993,11,Skewed
679,HiImDonBell,296.0,296.0,0.0,1,Symmetric
680,HighRizer22,421.0,237.0,114720.66666666667,3,Skewed
681,HilikBar,142.0,142.0,0.0,1,Symmetric
682,HitachiGlobal,48.53846153846154,46.0,46.248520710059175,13,Skewed
683,HitachiRailENG,86.85964912280701,78.0,1846.0153893505694,57,Skewed
684,Hitachi_US,72.05405405405405,62.0,781.6727538349161,37,Skewed
685,HobbyLobby,6.577044025157233,7.0,5.1214227087536095,636,Symmetric
686,HollyCairnsTD,248.94,198.5,24647.256400000002,50,Skewed
687,HoloLens,151.80851063829786,121.0,9900.069714803078,47,Skewed
688,HomeDepot,202.34848484848484,185.5,6869.999770431589,132,Skewed
689,HomeDepotCanada,225.0,225.0,0.0,1,Symmetric
690,HomeDepotCareer,272.25,257.0,20189.6875,8,Symmetric
691,HomeDepotFound,195.84651162790698,167.0,6354.083418063818,215,Skewed
692,HomeDepotGR,247.92592592592592,198.0,13406.809327846366,27,Skewed
693,HomeFreeGuys,210.16710182767625,196.0,9656.389831548378,383,Skewed
694,Honeywell_Aero,183.0,116.0,17096.380952380954,21,Skewed
695,Honeywell_Home,162.0,162.0,4624.0,2,Symmetric
696,HoyNoSeSale,3333.0,3333.0,0.0,1,Symmetric
697,HubSpot,60.103896103896105,55.0,290.4827120931017,77,Skewed
698,HubSpotAcademy,64.51851851851852,60.0,477.65706447187927,27,Skewed
699,HudMo,230.38834951456312,180.0,20372.451126402117,103,Skewed
700,Hud_swafford,163.6,104.0,11248.640000000001,5,Skewed
701,Hudindick,1658.75,1524.5,888541.1875,4,Symmetric
702,HudsonBooks,1020.0,1020.0,0.0,1,Symmetric
703,HudsonInstitute,238.25,136.0,53905.354166666664,12,Skewed
704,HudsonLeick,102.72222222222223,104.5,453.64506172839504,18,Symmetric
705,HudsonMoore,86.18181818181819,78.0,194.5123966942149,11,Skewed
706,HudsonRiverPark,93.33333333333333,91.5,295.22222222222223,6,Skewed
707,HudsonTaylor,97.3970588235294,88.5,647.6217560553632,68,Skewed
708,HumansAMC,65.28301886792453,70.0,374.65574937700256,53,Skewed
709,Hunt_Wx,210.625,181.5,5656.734375,8,Skewed
710,HywelPlaidCymru,210.83333333333334,179.5,8155.472222222222,12,Skewed
711,IAMJHUD,671.2857142857143,383.5,436756.77551020414,56,Skewed
712,IAU_org,55.6875,51.0,189.58984375,16,Symmetric
713,IBM,157.201166180758,132.0,9998.790435957806,343,Skewed
714,IBMBlockchain,59.07692307692308,53.5,262.0325443786982,52,Skewed
715,IBMCanada,73.92307692307692,74.0,596.6863905325444,13,Symmetric
716,IBMDACH,76.0,58.0,1026.0,3,Skewed
717,IBMData,64.66666666666667,63.0,366.9629629629629,27,Symmetric
718,IBMDeveloper,61.42424242424242,52.0,640.3048668503213,33,Skewed
719,IBMEurope,201.33333333333334,203.0,3801.555555555555,3,Symmetric
720,IBMEuropePolicy,56.5,56.5,12.25,2,Symmetric
721,IBMIBV,58.22222222222222,61.0,154.61728395061726,9,Symmetric
722,IBMIoT,65.77777777777777,64.0,200.39506172839506,9,Symmetric
723,IBMItalia,51.4,49.0,70.64000000000001,5,Skewed
724,IBMMEA,141.7,103.5,7978.009999999999,20,Skewed
725,IBMNews,107.20858895705521,78.0,5067.809251383191,163,Skewed
726,IBMPartners,45.0,45.0,0.0,1,Symmetric
727,IBMResearch,81.68478260869566,65.0,1778.0962901701325,184,Skewed
728,IBMSecurity,130.7826086956522,113.0,5256.865784499055,23,Skewed
729,IBMSports,157.29032258064515,90.0,24800.20603537981,31,Skewed
730,IBMStorage,233.08333333333334,144.0,57296.40972222222,12,Skewed
731,IBMUKI,68.43478260869566,61.0,658.0718336483932,23,Skewed
732,IBMWatson,62.22674418604651,55.0,408.02416846944294,172,Skewed
733,IBMZ,56.76190476190476,51.0,331.84807256235825,42,Skewed
734,IBM_iX,46.666666666666664,43.0,26.88888888888889,3,Skewed
735,IBMcloud,62.54545454545455,51.0,711.1310507674144,77,Skewed
736,IBMservers,105.27777777777777,56.0,12769.97839506173,18,Skewed
737,ICBA,50.57142857142857,53.0,48.244897959183675,7,Symmetric
738,ICICIBank,7.5493757094211125,7.0,12.81888250848299,2643,Symmetric
739,ICICIBank_Care,4.9,5.0,2.69,20,Symmetric
740,IDiplomat,54.857142857142854,47.0,179.83673469387756,7,Skewed
741,IEfinanceHRs,48.5,48.5,2.25,4,Symmetric
742,IFFBoston,71.125,61.5,815.296875,32,Skewed
743,IHOP,831.8823529411765,641.5,229105.16262975777,34,Skewed
744,ILoveBlueBell,270.56363636363636,224.0,20059.66413223141,55,Skewed
745,ISC_schools,67.88888888888889,60.0,490.8395061728395,27,Skewed
746,ITG_Ltd,89.67816091954023,70.0,2586.218258686748,87,Skewed
747,IVW_UK,59.94736842105263,56.0,296.786703601108,19,Skewed
748,IWF,94.85714285714286,69.0,3968.9891156462586,210,Skewed
749,IWV,99.72952853598015,72.0,4385.894587122635,403,Skewed
750,IYCHimachal,59.78846153846154,52.0,334.66678994082844,52,Skewed
751,I_AM_DIANNA,184.52380952380952,170.0,2437.8684807256236,21,Skewed
752,Iam_J3,706.0,706.0,0.0,1,Symmetric
753,Ian_Bell,698.9333333333333,582.0,309718.4355555555,75,Skewed
754,Iberia,88.0,88.0,0.0,1,Symmetric
755,ImDukeDennis,1470.5625,1150.5,846150.02734375,128,Skewed
756,ImaniWilliamstv,262.0,262.0,0.0,1,Symmetric
757,InNath,0.41237113402061853,0.0,0.4278881921564459,97,Skewed
758,Independent,108.50552486187846,79.0,5635.271455049873,3258,Skewed
759,IndependentAge,75.61904761904762,69.0,852.2358276643992,21,Skewed
760,IndependentInst,64.6,67.0,290.64,5,Symmetric
761,IndependentLens,65.59375,66.5,400.1787109375,32,Symmetric
762,IndependentNGR,0.25083622398414274,0.0,0.1879174127215197,32288,Skewed
763,IndependentNL,47.0,47.0,0.0,1,Symmetric
764,IndependentSage,178.88076923076923,105.0,26658.405014792897,260,Skewed
765,IndiaFreeFire,187.86746987951807,200.0,12234.524604441864,83,Symmetric
766,IndoBusiness,53.0,53.0,121.0,2,Symmetric
767,IndoEnts,70.17857142857143,55.5,1196.6466836734694,28,Skewed
768,IndoSport,80.20963172804532,63.0,1683.4518052468118,353,Skewed
769,Indo_LIFE,60.666666666666664,60.0,2.888888888888889,3,Skewed
770,Indo_Style_,86.0,86.0,784.0,2,Symmetric
771,Indo_Travel_,72.0,65.0,889.3953488372093,43,Skewed
772,IndpRestaurants,85.51351351351352,69.0,1669.5200876552228,74,Skewed
773,IndyArts,83.8,57.0,3483.7599999999998,5,Skewed
774,IndyLife,102.8,87.0,1323.76,5,Skewed
775,IndyMusic,81.6875,68.0,2008.33984375,16,Skewed
776,IndyTravel,257.0,257.0,0.0,1,Symmetric
777,IndyVoices,108.0,108.0,0.0,1,Symmetric
778,InsideNatGeo,2885.5,2885.5,4032.25,2,Symmetric
779,InsidePMI,48.57142857142857,45.0,55.10204081632653,7,Skewed
780,InsideVerizon,49.851851851851855,47.0,80.64471879286695,54,Skewed
781,InstagramComms,2364.0,2364.0,0.0,1,Symmetric
782,IpsoNews,409.6666666666667,106.0,199386.88888888888,3,Skewed
783,J15Emerson,2.9774436090225564,3.0,3.706258126519306,266,Symmetric
784,JBARsodmg,89.4,98.0,247.04000000000002,5,Symmetric
785,JDAWGNOCEILINGS,1211.0,1211.0,0.0,1,Symmetric
786,JDCLASSIC,344.3333333333333,357.0,2024.2222222222226,3,Symmetric
787,JDWFashion,249.5,249.5,16256.25,2,Symmetric
788,JDeanWilliams,309.84353741496597,264.0,28270.59456707853,147,Skewed
789,JHWreporter,380.2,206.5,135975.65999999997,20,Skewed
790,JLaPuma,557.8448275862069,490.5,64521.44143876338,58,Skewed
791,J_Bell_11,828.0,311.0,768044.6666666666,3,Skewed
792,J_M_Renault,77.2,73.5,582.76,10,Skewed
793,J_Williams99,447.0,449.0,12298.285714285714,7,Symmetric
794,JakeStateFarm,198.85714285714286,153.0,16527.306122448976,49,Skewed
795,Jakob_Emerson,2.0833333333333335,2.0,1.5763888888888886,12,Symmetric
796,JamesBrowneTD,332.3333333333333,244.0,50894.88888888888,3,Skewed
797,JamieHudson_,161.16216216216216,126.0,8492.135865595325,111,Skewed
798,JarrettBell,1236.5,1236.5,1088892.25,2,Symmetric
799,JasonBell33,287.9310344827586,237.0,21864.753864447088,58,Skewed
800,JenXperience,489.375,386.5,113752.234375,8,Skewed
801,Jeremy_Eaton,139.85106382978722,92.0,9203.10547759167,47,Skewed
802,JessicaBellTO,156.125,129.5,3008.609375,8,Skewed
